"전철역코드","전철역명","호선","외부코드","사이버스테이션","X좌표","Y좌표","X좌표(WGS)","Y좌표(WGS)"
"2818","가락시장","8","817","2818","525992","1108579","37.492522","127.118234"
"0340","가락시장","3","350","2818","525992","1108579","37.492522","127.118234"
"2535","종로3가","5","534","0153","498060","1130332","37.571607","126.991806"
"0319","종로3가","3","329","0153","498060","1130332","37.571607","126.991806"
"0153","종로3가","1","130","0153","498060","1130332","37.571607","126.991806"
"2558","오금","5","P552","2558","528137","1111147","37.502162","127.128111"
"0342","오금","3","352","2558","528137","1111147","37.502162","127.128111"
"0155","동대문","1","128","0155","502155","1130180","37.571420","127.009745"
"0421","동대문","4","421","0155","502155","1130180","37.571420","127.009745"
"2537","동대문역사문화공원","5","536","0205","501555","1128600","37.565138","127.007896"
"0205","동대문역사문화공원","2","205","0205","501555","1128600","37.565138","127.007896"
"0422","동대문역사문화공원","4","422","0205","501555","1128600","37.565138","127.007896"
"0321","충무로","3","331","0321","498550","1127582","37.561243","126.994280"
"0423","충무로","4","423","0321","498550","1127582","37.561243","126.994280"
"1291","서울","A","A01","0150","493365","1125595","37.554648","126.972559"
"0150","서울","1","133","0150","493365","1125595","37.554648","126.972559"
"0426","서울","4","426","0150","493365","1125595","37.554648","126.972559"
"0234","신도림","2","234","0234","475755","1112937","37.508725","126.891295"
"1007","신도림","1","140","0234","475755","1112937","37.508725","126.891295"
"1008","이촌","K","K111","0430","494107","1116637","37.522272","126.974345"
"0430","이촌","4","430","0430","494107","1116637","37.522272","126.974345"
"0208","왕십리","2","208","0208","508015","1127512","37.561533","127.037732"
"1845","왕십리","B","K210","0208","508015","1127512","37.561533","127.037732"
"2541","왕십리","5","540","0208","508015","1127512","37.561533","127.037732"
"1013","왕십리","K","K116","0208","508015","1127512","37.561533","127.037732"
"0201","시청","2","201","0151","494587","1128532","37.564718","126.977108"
"0151","시청","1","132","0151","494587","1128532","37.564718","126.977108"
"0223","교대","2","223","0330","502900","1108655","37.493415","127.014080"
"0330","교대","3","340","0330","502900","1108655","37.493415","127.014080"
"4713","신설동","UI","953","0156","505342","1131412","37.575297","127.025087"
"0246","신설동","2","211-4","0156","505342","1131412","37.575297","127.025087"
"0156","신설동","1","126","0156","505342","1131412","37.575297","127.025087"
"0214","강변","2","214","0214","520755","1120262","37.535095","127.094681"
"2519","까치산","5","518","2519","466017","1119387","37.531768","126.846683"
"0260","까치산","2","234-4","2519","466017","1119387","37.531768","126.846683"
"2535","종로3가","5","534","0153","498060","1130332","37.571607","126.991806"
"0319","종로3가","3","329","0153","498060","1130332","37.571607","126.991806"
"0153","종로3가","1","130","0153","498060","1130332","37.571607","126.991806"
"0320","을지로3가","3","330","0203","497895","1128945","37.566295","126.991910"
"0203","을지로3가","2","203","0203","497895","1128945","37.566295","126.991910"
"1264","홍대입구","K","K314","0239","483315","1126247","37.557192","126.925381"
"1293","홍대입구","A","A03","0239","483315","1126247","37.557192","126.925381"
"0239","홍대입구","2","239","0239","483315","1126247","37.557192","126.925381"
"1019","광운대","1","119","1019","513467","1144785","37.623632","127.061835"
"1308","광운대","G","P119","1019","513467","1144785","37.623632","127.061835"
"2722","상봉","7","720","2722","518665","1137145","37.596362","127.085032"
"1202","상봉","K","K120","2722","518665","1137145","37.596362","127.085032"
"1309","상봉","G","P120","2722","518665","1137145","37.596362","127.085032"
"1203","망우","K","K121","1203","520227","1138095","37.599550","127.091909"
"1310","망우","G","P121","1203","520227","1138095","37.599550","127.091909"
"2524","영등포구청","5","523","0236","476875","1117441","37.524970","126.895951"
"0236","영등포구청","2","236","0236","476875","1117441","37.524970","126.895951"
"1032","신길","1","138","1032","481420","1115205","37.517122","126.917169"
"2526","신길","5","525","1032","481420","1115205","37.517122","126.917169"
"2535","종로3가","5","534","0153","498060","1130332","37.571607","126.991806"
"0319","종로3가","3","329","0153","498060","1130332","37.571607","126.991806"
"0153","종로3가","1","130","0153","498060","1130332","37.571607","126.991806"
"2536","을지로4가","5","535","0204","499460","1129122","37.566941","126.998079"
"0204","을지로4가","2","204","0204","499460","1129122","37.566941","126.998079"
"0238","합정","2","238","0238","480875","1124362","37.549463","126.913739"
"2623","합정","6","622","0238","480875","1124362","37.549463","126.913739"
"1292","공덕","A","A02","2530","489187","1122797","37.544018","126.951592"
"1262","공덕","K","K312","2530","489187","1122797","37.544018","126.951592"
"2627","공덕","6","626","2530","489187","1122797","37.544018","126.951592"
"2530","공덕","5","529","2530","489187","1122797","37.544018","126.951592"
"2629","삼각지","6","628","0428","493970","1120167","37.534777","126.973110"
"0428","삼각지","4","428","0428","493970","1120167","37.534777","126.973110"
"0323","약수","3","333","0323","502197","1125470","37.554340","127.010655"
"2634","약수","6","633","0323","502197","1125470","37.554340","127.010655"
"0206","신당","2","206","0206","503765","1128712","37.565972","127.017820"
"2636","신당","6","635","0206","503765","1128712","37.565972","127.017820"
"2637","동묘앞","6","636","0159","503422","1130557","37.572627","127.016429"
"0159","동묘앞","1","127","0159","503422","1130557","37.572627","127.016429"
"2645","석계","6","644","1018","514452","1142315","37.614805","127.065851"
"1018","석계","1","120","1018","514452","1142315","37.614805","127.065851"
"1903","도봉산","1","113","1903","510065","1163090","37.689313","127.046222"
"2712","도봉산","7","710","1903","510065","1163090","37.689313","127.046222"
"0208","왕십리","2","208","0208","508015","1127512","37.561533","127.037732"
"1845","왕십리","B","K210","0208","508015","1127512","37.561533","127.037732"
"2541","왕십리","5","540","0208","508015","1127512","37.561533","127.037732"
"1013","왕십리","K","K116","0208","508015","1127512","37.561533","127.037732"
"2613","불광","6","612","0312","484337","1140982","37.610469","126.929887"
"0312","불광","3","322","0312","484337","1140982","37.610469","126.929887"
"2615","연신내","6","614","0311","482372","1143485","37.619001","126.921008"
"0311","연신내","3","321","0311","482372","1143485","37.619001","126.921008"
"1708","금정","1","P149","1458","487357","1075022","37.372221","126.943429"
"1458","금정","4","443","1458","487357","1075022","37.372221","126.943429"
"1713","수원","1","P155","1713","499747","1045517","37.265974","126.999874"
"1846","수원","B","K245","1713","499747","1045517","37.265974","126.999874"
"3130","원인재","I","I130","3130","430747","1086298","37.412603","126.687389"
"1884","원인재","SU","K257","3130","430747","1086298","37.412603","126.687389"
"1306","회기","G","P117","1015","512662","1135362","37.589460","127.057583"
"1015","회기","1","123","1015","512662","1135362","37.589460","127.057583"
"1200","회기","K","K118","1015","512662","1135362","37.589460","127.057583"
"2722","상봉","7","720","2722","518665","1137145","37.596362","127.085032"
"1202","상봉","K","K120","2722","518665","1137145","37.596362","127.085032"
"1309","상봉","G","P120","2722","518665","1137145","37.596362","127.085032"
"1953","대곡","3","315","1953","458007","1147052","37.631626","126.811024"
"1249","대곡","K","K322","1953","458007","1147052","37.631626","126.811024"
"1292","공덕","A","A02","2530","489187","1122797","37.544018","126.951592"
"1262","공덕","K","K312","2530","489187","1122797","37.544018","126.951592"
"2627","공덕","6","626","2530","489187","1122797","37.544018","126.951592"
"2530","공덕","5","529","2530","489187","1122797","37.544018","126.951592"
"1294","디지털미디어시티","A","A04","2619","477750","1131825","37.576646","126.900984"
"2619","디지털미디어시티","6","618","2619","477750","1131825","37.576646","126.900984"
"1266","디지털미디어시티","K","K316","2619","477750","1131825","37.576646","126.900984"
"4602","회룡","U","U111","1905","510190","1172670","37.724846","127.046895"
"1905","회룡","1","111","1905","510190","1172670","37.724846","127.046895"
"4311","판교","S","D11","4311","524500","1081300","37.394761","127.111217"
"1501","판교","KK","K410","4311","524500","1081300","37.394761","127.111217"
"1877","오이도","SU","K250","1762","441955","1072345","37.362357","126.738714"
"1762","오이도","4","456","1762","441955","1072345","37.362357","126.738714"
"1502","이매","KK","K411","1860","528285","1081810","37.396104","127.128270"
"1860","이매","B","K227","1860","528285","1081810","37.396104","127.128270"
"4127","선정릉","9","927","1850","509542","1113380","37.510980","127.043593"
"1850","선정릉","B","K214","1850","509542","1113380","37.510980","127.043593"
"0218","종합운동장","2","218","0218","516222","1113652","37.510997","127.073642"
"4130","종합운동장","9","930","0218","516222","1113652","37.510997","127.073642"
"2812","천호","8","811","2548","527042","1121095","37.538397","127.123572"
"2548","천호","5","547","2548","527042","1121095","37.538397","127.123572"
"0412","창동","4","412","0412","510370","1153032","37.653166","127.047731"
"1022","창동","1","116","0412","510370","1153032","37.653166","127.047731"
"0433","사당","4","433","0226","495760","1104005","37.476530","126.981685"
"0226","사당","2","226","0226","495760","1104005","37.476530","126.981685"
"2715","노원","7","713","0411","513622","1153612","37.655128","127.061368"
"0411","노원","4","411","0411","513622","1153612","37.655128","127.061368"
"2727","군자","7","725","2545","517395","1126285","37.557121","127.079542"
"2545","군자","5","544","2545","517395","1126285","37.557121","127.079542"
"2729","건대입구","7","727","0212","515365","1121815","37.540693","127.070230"
"0212","건대입구","2","212","0212","515365","1121815","37.540693","127.070230"
"4123","고속터미널","9","923","0329","500913","1111778","37.504810","127.004943"
"2736","고속터미널","7","734","0329","500913","1111778","37.504810","127.004943"
"0329","고속터미널","3","339","0329","500913","1111778","37.504810","127.004943"
"2738","총신대입구(이수)","7","736","0432","495900","1106635","37.486263","126.981989"
"0432","총신대입구(이수)","4","432","0432","495900","1106635","37.486263","126.981989"
"2746","대림","7","744","0233","476705","1108675","37.492970","126.895801"
"0233","대림","2","233","0233","476705","1108675","37.492970","126.895801"
"2748","가산디지털단지","7","746","1702","473861","1105307","37.481072","126.882343"
"1702","가산디지털단지","1","P142","1702","473861","1105307","37.481072","126.882343"
"2752","온수","7","750","1821","460825","1108360","37.492258","126.823388"
"1821","온수","1","145","1821","460825","1108360","37.492258","126.823388"
"3118","부평구청","I","I118","3118","438020","1112972","37.508336","126.720548"
"2761","부평구청","7","759","3118","438020","1112972","37.508336","126.720548"
"2815","잠실","8","814","0216","522390","1114282","37.513950","127.102234"
"0216","잠실","2","216","0216","522390","1114282","37.513950","127.102234"
"2821","복정","8","820","1031","527842","1102047","37.470047","127.126662"
"1031","복정","B","K222","1031","527842","1102047","37.470047","127.126662"
"1853","모란","B","K225","1853","528402","1091947","37.432130","127.129087"
"2827","모란","8","826","1853","528402","1091947","37.432130","127.129087"
"3120","부평","I","I120","1806","438837","1107772","37.489493","126.724805"
"1806","부평","1","152","1806","438837","1107772","37.489493","126.724805"
"4113","당산","9","913","0237","478290","1120184","37.534380","126.902281"
"0237","당산","2","237","0237","478290","1120184","37.534380","126.902281"
"2527","여의도","5","526","2527","483100","1116530","37.521624","126.924191"
"4115","여의도","9","915","2527","483100","1116530","37.521624","126.924191"
"4120","동작","9","920","0431","495157","1111287","37.502971","126.979306"
"0431","동작","4","431","0431","495157","1111287","37.502971","126.979306"
"4123","고속터미널","9","923","0329","500913","1111778","37.504810","127.004943"
"2736","고속터미널","7","734","0329","500913","1111778","37.504810","127.004943"
"0329","고속터미널","3","339","0329","500913","1111778","37.504810","127.004943"
"4102","김포공항","9","902","2513","455957","1127820","37.562434","126.801058"
"4207","김포공항","A","A05","2513","455957","1127820","37.562434","126.801058"
"2513","김포공항","5","512","2513","455957","1127820","37.562434","126.801058"
"4307","강남","S","D7","0222","506032","1109640","37.497175","127.027926"
"0222","강남","2","222","0222","506032","1109640","37.497175","127.027926"
"4308","양재","S","D8","0332","507387","1106032","37.484147","127.034631"
"0332","양재","3","342","0332","507387","1106032","37.484147","127.034631"
"4312","정자","S","D12","1857","523707","1073515","37.367060","127.108105"
"1857","정자","B","K230","1857","523707","1073515","37.367060","127.108105"
"0208","왕십리","2","208","0208","508015","1127512","37.561533","127.037732"
"1845","왕십리","B","K210","0208","508015","1127512","37.561533","127.037732"
"2541","왕십리","5","540","0208","508015","1127512","37.561533","127.037732"
"1013","왕십리","K","K116","0208","508015","1127512","37.561533","127.037732"
"1849","강남구청","B","K213","2732","508965","1115207","37.517186","127.041280"
"2732","강남구청","7","730","2732","508965","1115207","37.517186","127.041280"
"1023","선릉","B","K215","0220","510742","1111880","37.504503","127.049008"
"0220","선릉","2","220","0220","510742","1111880","37.504503","127.049008"
"1292","공덕","A","A02","2530","489187","1122797","37.544018","126.951592"
"1262","공덕","K","K312","2530","489187","1122797","37.544018","126.951592"
"2627","공덕","6","626","2530","489187","1122797","37.544018","126.951592"
"2530","공덕","5","529","2530","489187","1122797","37.544018","126.951592"
"1261","효창공원앞","K","K826","2628","491425","1121402","37.539261","126.961351"
"2628","효창공원앞","6","627","2628","491425","1121402","37.539261","126.961351"
"2719","태릉입구","7","717","2646","516430","1143262","37.617983","127.075120"
"2646","태릉입구","6","645","2646","516430","1143262","37.617983","127.075120"
"3207","검암","I2","I207","4209","427682","1129830","37.569104","126.673728"
"4209","검암","A","A07","4209","427682","1129830","37.569104","126.673728"
"3218","주안","I2","I218","1809","429187","1100850","37.464941","126.679923"
"1809","주안","1","156","1809","429187","1100850","37.464941","126.679923"
"1891","인천","SU","K264","1812","415080","1103977","37.476691","126.616936"
"1812","인천","1","161","1812","415080","1103977","37.476691","126.616936"
"3221","인천시청","I2","I221","3124","433955","1098822","37.457405","126.702221"
"3124","인천시청","I","I124","3124","433955","1098822","37.457405","126.702221"
"1014","청량리","K","K117","0158","510002","1132640","37.580178","127.046835"
"1305","청량리","G","P116","0158","510002","1132640","37.580178","127.046835"
"0158","청량리","1","124","0158","510002","1132640","37.580178","127.046835"
"1306","회기","G","P117","1015","512662","1135362","37.589460","127.057583"
"1015","회기","1","123","1015","512662","1135362","37.589460","127.057583"
"1200","회기","K","K118","1015","512662","1135362","37.589460","127.057583"
"1307","중랑","G","P118","1201","516572","1136827","37.594917","127.076116"
"1201","중랑","K","K119","1201","516572","1136827","37.594917","127.076116"
"2532","충정로","5","531","0243","491842","1127227","37.559973","126.963672"
"0243","충정로","2","243","0243","491842","1127227","37.559973","126.963672"
"2537","동대문역사문화공원","5","536","0205","501555","1128600","37.565138","127.007896"
"0205","동대문역사문화공원","2","205","0205","501555","1128600","37.565138","127.007896"
"0422","동대문역사문화공원","4","422","0205","501555","1128600","37.565138","127.007896"
"2635","청구","6","634","2538","502872","1127150","37.560245","127.013828"
"2538","청구","5","537","2538","502872","1127150","37.560245","127.013828"
"4711","성신여대입구","UI","951","0418","503476","1136257","37.592624","127.016403"
"0418","성신여대입구","4","418","0418","503476","1136257","37.592624","127.016403"
"4712","보문","UI","952","2639","504065","1134217","37.585286","127.019381"
"2639","보문","6","638","2639","504065","1134217","37.585286","127.019381"
"4713","신설동","UI","953","0156","505342","1131412","37.575297","127.025087"
"0246","신설동","2","211-4","0156","505342","1131412","37.575297","127.025087"
"0156","신설동","1","126","0156","505342","1131412","37.575297","127.025087"
"4102","김포공항","9","902","2513","455957","1127820","37.562434","126.801058"
"4207","김포공항","A","A05","2513","455957","1127820","37.562434","126.801058"
"2513","김포공항","5","512","2513","455957","1127820","37.562434","126.801058"
"4208","계양","A","A06","3110","441522","1130440","37.571462","126.735637"
"3110","계양","I","I110","3110","441522","1130440","37.571462","126.735637"
"4501","기흥","E","Y110","1865","525500","1048200","37.275619","127.115936"
"1865","기흥","B","K237","1865","525500","1048200","37.275619","127.115936"
"1011","옥수","K","K114","0325","503850","1121910","37.540685","127.017965"
"0325","옥수","3","335","0325","503850","1121910","37.540685","127.017965"
"1014","청량리","K","K117","0158","510002","1132640","37.580178","127.046835"
"1305","청량리","G","P116","0158","510002","1132640","37.580178","127.046835"
"0158","청량리","1","124","0158","510002","1132640","37.580178","127.046835"
"1025","도곡","B","K217","0334","512105","1107980","37.490858","127.055381"
"0334","도곡","3","344","0334","512105","1107980","37.490858","127.055381"
"1030","수서","B","K221","0339","522445","1106977","37.487371","127.101880"
"0339","수서","3","349","0339","522445","1106977","37.487371","127.101880"
"1264","홍대입구","K","K314","0239","483315","1126247","37.557192","126.925381"
"1293","홍대입구","A","A03","0239","483315","1126247","37.557192","126.925381"
"0239","홍대입구","2","239","0239","483315","1126247","37.557192","126.925381"
"1290","용산","K","K110","1003","491977","1118732","37.529849","126.964561"
"1003","용산","1","135","1003","491977","1118732","37.529849","126.964561"
"1294","디지털미디어시티","A","A04","2619","477750","1131825","37.576646","126.900984"
"2619","디지털미디어시티","6","618","2619","477750","1131825","37.576646","126.900984"
"1266","디지털미디어시티","K","K316","2619","477750","1131825","37.576646","126.900984"
"0152","종각","1","131","0152","496085","1129940","37.570161","126.982923"
"0154","종로5가","1","129","0154","500162","1130132","37.570926","127.001849"
"0155","동대문","1","128","0155","502155","1130180","37.571420","127.009745"
"0421","동대문","4","421","0155","502155","1130180","37.571420","127.009745"
"0321","충무로","3","331","0321","498550","1127582","37.561243","126.994280"
"0423","충무로","4","423","0321","498550","1127582","37.561243","126.994280"
"4713","신설동","UI","953","0156","505342","1131412","37.575297","127.025087"
"0246","신설동","2","211-4","0156","505342","1131412","37.575297","127.025087"
"0156","신설동","1","126","0156","505342","1131412","37.575297","127.025087"
"0157","제기동","1","125","0157","507552","1132159","37.578103","127.034893"
"1014","청량리","K","K117","0158","510002","1132640","37.580178","127.046835"
"1305","청량리","G","P116","0158","510002","1132640","37.580178","127.046835"
"0158","청량리","1","124","0158","510002","1132640","37.580178","127.046835"
"2637","동묘앞","6","636","0159","503422","1130557","37.572627","127.016429"
"0159","동묘앞","1","127","0159","503422","1130557","37.572627","127.016429"
"0202","을지로입구","2","202","0202","495832","1128752","37.566014","126.982618"
"0320","을지로3가","3","330","0203","497895","1128945","37.566295","126.991910"
"0203","을지로3가","2","203","0203","497895","1128945","37.566295","126.991910"
"4615","탑석","U","U125","4615","519500","1175280","37.733579","127.088704"
"4703","419민주묘지","UI","943","4703","","","",""
"4704","가오리","UI","944","4704","","","",""
"4705","화계","UI","945","4705","","","",""
"1290","용산","K","K110","1003","491977","1118732","37.529849","126.964561"
"1003","용산","1","135","1003","491977","1118732","37.529849","126.964561"
"1024","한티","B","k216","1024","511526","1109471","37.496237","127.052873"
"1026","구룡","B","k218","1026","512907","1106947","37.486839","127.058856"
"0314","홍제","3","324","0314","487507","1135130","37.589066","126.943736"
"1327","김유정","G","P138","1327","657027","1199465","37.818466","127.714340"
"1328","남춘천","G","P139","1328","659057","1212015","37.864007","127.723792"
"1406","풍기","1","P175","1406","","","",""
"1711","성균관대","1","P153","1711","493610","1054955","37.300349","126.970750"
"1030","수서","B","K221","0339","522445","1106977","37.487371","127.101880"
"0339","수서","3","349","0339","522445","1106977","37.487371","127.101880"
"0341","경찰병원","3","351","0341","527245","1109277","37.495918","127.124540"
"1813","구일","1","142","1813","471027","1109500","37.496756","126.870793"
"1854","야탑","B","K226","1854","528336","1086000","37.411185","127.128715"
"1950","삼송","3","318","1950","476770","1153035","37.653083","126.895558"
"1952","화정","3","316","1952","462986","1147997","37.634592","126.832650"
"2525","영등포시장","5","524","2525","478864","1116799","37.522669","126.905139"
"2554","상일동","5","553","2554","536415","1126182","37.556712","127.166417"
"2718","공릉","7","716","2718","515927","1145312","37.625742","127.072896"
"2741","상도","7","739","2741","488362","1111262","37.502834","126.947910"
"2536","을지로4가","5","535","0204","499460","1129122","37.566941","126.998079"
"0204","을지로4가","2","204","0204","499460","1129122","37.566941","126.998079"
"3112","박촌","I","I112","3112","443555","1125427","37.553703","126.745077"
"1863","구성","B","K235","1863","523000","1054700","37.298969","127.105664"
"1888","인하대","SU","K261","1888","424155","1090745","37.448493","126.649619"
"1889","숭의","SU","K262","1889","","","37.460789","126.638297"
"3137","센트럴파크","I","I137","3137","419000","1081040","37.393054","126.634729"
"3138","국제업무지구","I","I138","3138","418000","1082740","37.399907","126.630347"
"1269","강매","K","K319","1269","465720","1141779","37.612314","126.843223"
"1878","달월","SU","K251","1878","443455","1077245","37.379681","126.745177"
"1948","원흥","3","309","1948","472070","1152435","37.650658","126.872642"
"3205","완정","I2","I205","3205","","","37.592928","126.673203"
"1220","지평","K","K138","1220","","","",""
"3220","석바위시장","I2","I220","3220","","","37.457611","126.692575"
"1291","서울","A","A01","0150","493365","1125595","37.554648","126.972559"
"0150","서울","1","133","0150","493365","1125595","37.554648","126.972559"
"0426","서울","4","426","0150","493365","1125595","37.554648","126.972559"
"0201","시청","2","201","0151","494587","1128532","37.564718","126.977108"
"0151","시청","1","132","0151","494587","1128532","37.564718","126.977108"
"2537","동대문역사문화공원","5","536","0205","501555","1128600","37.565138","127.007896"
"0205","동대문역사문화공원","2","205","0205","501555","1128600","37.565138","127.007896"
"0422","동대문역사문화공원","4","422","0205","501555","1128600","37.565138","127.007896"
"0206","신당","2","206","0206","503765","1128712","37.565972","127.017820"
"2636","신당","6","635","0206","503765","1128712","37.565972","127.017820"
"0207","상왕십리","2","207","0207","506303","1128363","37.564354","127.029354"
